hscode_4,text,url
4012,翻修或已使用之橡膠氣胎；實心或半實心橡膠輪胎，輪胎面及輪胎襯帶,tariffHScode.asp?code=4012
4013,橡膠內胎,tariffHScode.asp?code=4013
4014,已否帶有硬質橡膠零件之硫化橡膠製衛生及醫藥用品（包括奶嘴），硬質橡膠者除外,tariffHScode.asp?code=4014
4015,穿著用之硫化橡膠製品（包括手套、併指手套、露指手套）硬質橡膠除外,tariffHScode.asp?code=4015
4016,其他硫化橡膠製品，硬質橡膠者除外,tariffHScode.asp?code=4016
4017,任何形狀之硬質橡膠（例如硬橡膠），包括廢料及碎片；硬質橡膠製品,tariffHScode.asp?code=4017
4101,牛（包括水牛）及馬類動物之皮（生鮮、鹽漬、乾、灰漬、酸漬或以其他方法保存，但未鞣製、羊皮紙法製、或進一步處理者），不論是否去毛或剖層,tariffHScode.asp?code=4101
4102,綿羊或小綿羊生皮（生鮮、鹽漬、乾、灰漬、酸漬或以其他方法保存，但未鞣製、羊皮紙法製或進一步處理者），不論是否帶毛或剖層，本章註一（丙）不包括者除外,tariffHScode.asp?code=4102
4103,其他生皮（生鮮、鹽漬、乾、灰漬、酸漬或以其他方法保存，但未鞣製、羊皮紙法製或進一步處理者），不論是否去毛或剖層，本章註－（乙）或（丙）不包括者除外,tariffHScode.asp?code=4103
4104,不帶毛之牛（包括水牛）、馬類動物鞣製皮革或胚皮革，不論是否剖層，但未進一步處理者,tariffHScode.asp?code=4104
4105,不帶毛之綿羊或小綿羊鞣製皮革或胚皮革，不論是否剖層，但未進一步處理者,tariffHScode.asp?code=4105
4106,不帶毛其他動物鞣製皮革或胚皮革，不論是否剖層，但未進一步處理者,tariffHScode.asp?code=4106
4107,不帶毛之牛（包括水牛）、馬類動物鞣製皮革或胚皮革（包括以羊皮紙法製作皮革），已進一步處理者，不論是否剖層，第４１１４節所列者除外,tariffHScode.asp?code=4107
4112,不帶毛之綿羊或小綿羊鞣製皮革或胚皮革（包括以羊皮紙法製作皮革），已進一步處理者，不論是否剖層，第４１１４節所列者除外,tariffHScode.asp?code=4112
4113,不帶毛之其他動物鞣製皮革或胚皮革（包括以羊皮紙法製作皮革），已進一步處理者，不論是否剖層，第４１１４節所列者除外,tariffHScode.asp?code=4113
4114,雪米皮革（包括混製雪米皮）；漆皮及貼合漆皮；敷金屬皮革,tariffHScode.asp?code=4114
4115,以皮革或皮革纖維為主要成分之組合皮革，成塊、張或條，不論是否成捲者；皮革或組合皮之削片及其他廢料，不適於製造皮製品者；皮末、皮粉,tariffHScode.asp?code=4115
4201,任何材料製成之牲畜用鞍具及輓具（包括拖索、牽帶、護膝套、鼻籠、鞍褥、鞍囊、狗衣及類似品）,tariffHScode.asp?code=4201
4202,衣箱、手提箱、化妝箱、公事箱、公事包、書包、眼鏡盒、望遠鏡盒、照相機盒、樂器盒、槍械盒、槍套及類似容器；旅行袋、食物或飲料用之保溫袋、化妝袋、背包、手提袋、購物袋、錢夾、錢袋、地圖盒、菸盒、菸絲袋、工具袋、運動用具袋、瓶類盒、首飾盒、粉盒、刀具盒及類似容器，以皮革、組合皮、塑膠布、紡織材料、硬化纖維或紙板製成者，或其全部或主要部分以此類材料或紙類包覆者,tariffHScode.asp?code=4202
4203,皮革或組合皮製成之衣著物及服飾附屬品,tariffHScode.asp?code=4203
4205,其他皮革或組合皮製品,tariffHScode.asp?code=4205
4206,腸製品（蠶腸線除外）、牛大腸膜製品、膀胱製品、腱製品,tariffHScode.asp?code=4206
4301,生毛皮（包括頭、尾、足掌及其他皮片或切片，適於毛皮商使用者），第４１０１、４１０２或４１０３節之生皮除外,tariffHScode.asp?code=4301
4302,鞣製或硝製毛皮（包括頭、尾、足掌及其他皮片或切片），未拼組或拼組者（未加入其他材料），第４３０３節貨品除外,tariffHScode.asp?code=4302
4303,毛皮製衣著物、衣著附屬品及其他物品,tariffHScode.asp?code=4303
4304,人造毛皮及其製品,tariffHScode.asp?code=4304
4401,薪材，呈圓木段、木塊、木枝、木束或類似形狀；木片或粒片；鋸屑、廢材（料）及殘屑材，不論是否壓縮成棍、塊、球或類似形狀者,tariffHScode.asp?code=4401
4402,木炭（包括果殼與果核炭），不論是否壓縮而成者,tariffHScode.asp?code=4402
4403,原木，不論是否去皮、去邊材或粗鋸角材,tariffHScode.asp?code=4403
4404,箍木；木劈柱；木椿、欄柵及木柱削尖，但未經縱面鋸開者；木棒經簡單整修尚未車圓、彎曲或另行加工，適於製造手杖、傘柄、工具把手及類似品；削（切）木片及類似品,tariffHScode.asp?code=4404
4405,木絲、木粉,tariffHScode.asp?code=4405
4406,鐵道或電車道枕木,tariffHScode.asp?code=4406
4407,木材，經縱鋸或縱削、平切或旋切，不論是否經刨平、砂磨或端接，其厚度超過６公厘者。,tariffHScode.asp?code=4407
4408,供飾面用（包括由平切積層材取得者）、合板用或類似積層材及其他木材用單板，經縱鋸、平切或旋切，不論是否經刨平、砂磨、併接或端接，其厚度不超過６公厘者,tariffHScode.asp?code=4408
4409,木材（包括用於拼花地板但未裝配之木條及飾條），沿著任何材邊、端或材面作連續型鉋或類似加工，（已製舌榫、槽榫、嵌槽口、去角、製Ｖ型接口、製連珠、成型、製圓邊或類似加工），不論是否經刨平、砂磨或端接,tariffHScode.asp?code=4409
4410,以木材或其他木質纖維製成之粒片板、定向粒片板(ＯＳＢ)及類似板（例如方薄片型粒片板），不論是否用樹脂或其他有機膠合劑膠合者,tariffHScode.asp?code=4410
4411,以木材或其他木質纖維製成之纖維板，不論是否用樹脂或其他有機膠合劑膠合者,tariffHScode.asp?code=4411
4412,合板、單板貼面板及類似積層材,tariffHScode.asp?code=4412
4413,塊狀、板狀、條狀或成型之增密木,tariffHScode.asp?code=4413
4414,木框，供畫像、相片、鏡子或類似品之用,tariffHScode.asp?code=4414
4415,裝貨用之木箱、木盒、條板箱、木桶及類似木製包裝容器；繞纜用木軸；木製墊板　箱型墊板及其他承壓木板；木製墊板圍框,tariffHScode.asp?code=4415
4416,各種木製箍桶、琵琶桶、大桶、盆、其他木桶及其零件，包括桶板,tariffHScode.asp?code=4416
4417,木製工具、工具之身及柄、掃帚或刷子之身及柄；木製靴楦、鞋楦,tariffHScode.asp?code=4417
4418,建造用細木製品及木作成品，包括鑲空格子木板、已組成之地板、木瓦及屋頂板,tariffHScode.asp?code=4418
4419,桌上用木器皿及木廚具,tariffHScode.asp?code=4419
4420,細工鑲嵌木及鑲嵌木；木質珠寶箱、切割器具箱或類似品；木雕刻品或其他木質裝飾品；未列入第九十四章之木製家具,tariffHScode.asp?code=4420
4421,其他木製品,tariffHScode.asp?code=4421
4501,天然軟木，未加工或簡單加工者；廢軟木；打碎、成粒狀或磨碎之軟木,tariffHScode.asp?code=4501
4502,天然軟木，去皮或粗製成方形者，或呈長方形（包括正方形）之塊狀、板狀、片狀或扁條狀者（包括已切邊加工供作瓶塞材料者）,tariffHScode.asp?code=4502
4503,天然軟木製品,tariffHScode.asp?code=4503
4504,凝聚軟木（含膠合劑或未含膠合劑）及凝聚軟木製品,tariffHScode.asp?code=4504
4601,編條及以編結材料編成之類似產品，不論已否編成長條者；以編結材料（編條及類似編結產品）平行編結或編織成張者，不論是否為完成品（如墊、蓆、簾幕等）,tariffHScode.asp?code=4601
4602,編籃、柳條製品及其他編結品，以編結材料直接編製成形者，或以第４６０１節所屬貨品製成者；絲瓜絡製成之物品,tariffHScode.asp?code=4602
4701,機械木漿,tariffHScode.asp?code=4701
4702,溶解級化學木漿,tariffHScode.asp?code=4702
4703,蘇打或硫酸鹽化學木漿，溶解級除外,tariffHScode.asp?code=4703
4704,亞硫酸鹽化學木漿，溶解級除外,tariffHScode.asp?code=4704
4705,結合機械法及化學製漿法所得之木漿,tariffHScode.asp?code=4705
4706,得自回收（廢料及碎屑）紙或紙板之纖維紙漿或其他纖維素材料之纖維紙漿,tariffHScode.asp?code=4706
4707,回收（廢料及碎屑）紙或紙板,tariffHScode.asp?code=4707
4801,捲筒或平版之印報紙,tariffHScode.asp?code=4801
4802,任何尺寸捲筒或長方形（包括正方形）平版之未塗佈紙與紙板，用於書寫、印刷或其他製圖用，未打孔之打孔卡片紙和打孔紙帶（第四八○一或四八○三節者除外）；手工製紙及紙板,tariffHScode.asp?code=4802
4803,衛生紙或面紙之原紙、紙巾或紙餐巾之原紙及類似之供家用及衛生用紙之原紙、纖維素胎及纖維素紙，不論是否皺摺、壓紋、打孔、表面著色、表面裝飾或印刷處理，捲筒或平版者均在內,tariffHScode.asp?code=4803
4804,捲筒或平版之未塗佈牛皮紙及紙板（第４８０２或４８０３節者除外）,tariffHScode.asp?code=4804
4805,捲筒或平版之其他未塗佈紙及紙板，其加工或處理程度不超過本章註三所述者,tariffHScode.asp?code=4805
4806,捲筒或平版之植物纖維羊皮紙、防油紙、描圖紙及格拉新紙及其他打光透明紙或半透明紙,tariffHScode.asp?code=4806
4807,捲筒或平版，表面未經塗佈或浸漬之組合紙及紙板（以膠黏合數層平坦之紙或紙板而成者），不論其內部是否加強,tariffHScode.asp?code=4807
4808,捲筒或平版紙及紙板，波浪狀（有或無以平坦面紙膠合者均在內）、皺紋狀、壓紋或打孔者，第４８０３節所述者除外,tariffHScode.asp?code=4808
4809,碳粉複寫紙、自行複寫紙及其他複寫或轉印紙（包括經塗佈或浸漬之複印蠟紙或套版印刷版紙），不論是否印刷均內，捲筒或平版者,tariffHScode.asp?code=4809
4810,任何尺寸捲筒或長方形（包括正方形）平版之紙及紙板，其一面或雙面用高嶺土（白土）或其他無機物塗佈，不論是否有黏結劑均在內，惟未有其他塗佈，且不論是否經表面著色、表面裝飾、或表面印刷。,tariffHScode.asp?code=4810
4811,任何尺寸之捲筒或長方形（包括正方形）平版之紙、紙板、纖維素胎及纖維素紙，經塗佈、浸漬、覆面、表面著色、表面裝飾或印刷者，第４８０３、４８０９、４８１０節者除外,tariffHScode.asp?code=4811
4812,紙漿製濾塊、濾板及濾片,tariffHScode.asp?code=4812
4813,捲菸紙，不論是否切成一定尺寸，亦不論其是否為小冊或管狀均在內,tariffHScode.asp?code=4813
4814,壁紙及類似糊牆紙；窗用透明紙,tariffHScode.asp?code=4814
4816,碳粉複寫紙、自行複寫紙及其他複寫或轉印紙（第４８０９節除外），複印蠟紙及套版印刷版紙，不論是否盒裝,tariffHScode.asp?code=4816
4817,紙或紙板製之信封、郵簡、明信片及通信用卡片；紙或紙板製之裝有各式紙類文具之盒、袋、夾及摘記夾,tariffHScode.asp?code=4817
4818,家用或衛生用之衛生紙及類似用紙、纖維素胎或纖維素紙，成捲筒狀，其寬度不超過３６公分者，或依尺寸或形狀裁切者；紙漿、紙、纖維素胎或纖維素紙所製之紙手帕、面紙、紙巾、桌巾、餐巾、嬰兒用尿布、棉球、床單及供家庭、衛生或醫院用之類似製品、衣著及服飾附屬品,tariffHScode.asp?code=4818
4819,紙、紙板、纖維素胎或纖維素紙所製之箱、盒、匣、袋及其他包裝容器；辦公室及商店等用之紙或紙板製之文卷盒、信盤及其類似品,tariffHScode.asp?code=4819
4820,紙或紙板製之登記簿、記帳簿、筆記簿、訂貨簿、收據簿、信紙本、記事簿、日記及類似簿冊、練習簿、吸墨紙簿、活頁或其他裝訂冊、紙夾、文卷套、各種事務用表格、夾有空白紙葉之複寫套紙及其他文具；紙或紙板製之樣本或其他收集簿及書籍封套,tariffHScode.asp?code=4820
4821,紙或紙板製之各種標籤，不論是否印刷者,tariffHScode.asp?code=4821
4822,紙漿、紙或紙板製之線軸、線管及其類似品（不論是否打孔或硬化者）,tariffHScode.asp?code=4822
4823,其他切成一定尺寸或形狀之紙、紙板、纖維素胎及纖維素紙；其他以紙漿、紙、紙板、纖維素胎或纖維素紙所製之物品,tariffHScode.asp?code=4823
4901,書籍、小冊、傳單及類似印刷品，不論是否單頁者,tariffHScode.asp?code=4901
4902,報紙、雜誌及期刊，不論是否附有圖解或含有廣告品,tariffHScode.asp?code=4902
4903,兒童圖畫書、繪畫簿或著色簿,tariffHScode.asp?code=4903
4904,樂譜原稿或印本，不論是否裝訂成冊或有無說明者均在內,tariffHScode.asp?code=4904
4905,印刷之地圖及水道圖或各種類似圖，包括地圖集、懸掛地圖、地形圖及球儀圖等,tariffHScode.asp?code=4905
4906,供建築、工程、工業、商業、地形學上的或類似目的之設計及圖表之手繪原稿；手抄稿；上述文件之感光紙影印本及副本,tariffHScode.asp?code=4906
4907,發行國之現行或新發行有或將有面值而未經使用之郵票、印花稅票或類似票品；印有該項票樣之紙張；支票；鈔票；證券、股票或債券及其他賦有權益之票券,tariffHScode.asp?code=4907
4908,轉印紙（轉印圖畫紙）,tariffHScode.asp?code=4908
4909,印刷或附有圖畫之明信片；載有個人問候語句、消息或通知之印刷卡片，不論有無圖畫、封套或鑲邊者,tariffHScode.asp?code=4909
4910,各種印刷曆，包括檯曆,tariffHScode.asp?code=4910
4911,其他印刷品，包括印成之圖畫及照片等,tariffHScode.asp?code=4911
5001,適於繅絲之蠶繭,tariffHScode.asp?code=5001
5002,生絲（未加撚者）,tariffHScode.asp?code=5002
5003,廢絲（包括不適於繅絲之蠶繭，廢絲紗及經拉鬆處理之回收絲）,tariffHScode.asp?code=5003
5004,絲紗（廢絲紡成者除外），非供零售用者,tariffHScode.asp?code=5004
5005,廢絲紡成之紗，非供零售用者,tariffHScode.asp?code=5005
5006,絲紗及廢絲紡成之紗，供零售用者；蠶膠絲,tariffHScode.asp?code=5006
5007,絲或廢絲織成之梭織物,tariffHScode.asp?code=5007
5101,未初梳或未精梳羊毛,tariffHScode.asp?code=5101
5102,未初梳或未精梳之動物粗細毛,tariffHScode.asp?code=5102
5103,廢羊毛或動物廢粗細毛，包括廢毛紗（但經拉鬆處理之回收毛纖維除外）,tariffHScode.asp?code=5103
5104,經拉鬆處理之回收羊毛或動物粗細毛,tariffHScode.asp?code=5104
5105,初梳或精梳之羊毛及動物粗細毛（包括精梳羊毛之碎片）,tariffHScode.asp?code=5105
5106,非供零售用初梳羊毛紗（紡毛紗）,tariffHScode.asp?code=5106
5107,非供零售用精梳羊毛紗（梳毛紗）,tariffHScode.asp?code=5107
5108,非供零售用初梳或精梳動物細毛紗（紡毛紗或梳毛紗）,tariffHScode.asp?code=5108
5109,供零售用羊毛或動物細毛紡製之毛紗,tariffHScode.asp?code=5109
5110,不論是否供零售用之動物粗毛或馬毛紡製之毛紗（包括馬毛紡製之螺旋花紗）,tariffHScode.asp?code=5110
5111,羊毛或動物細毛紡毛梭織物,tariffHScode.asp?code=5111
5112,羊毛或動物細毛梳毛梭織物,tariffHScode.asp?code=5112
5113,動物粗毛或馬毛製之梭織物,tariffHScode.asp?code=5113
5201,未初梳或未精梳之棉花,tariffHScode.asp?code=5201
5202,廢棉（包括廢棉紗和經拉鬆處理之回收棉纖維）,tariffHScode.asp?code=5202
5203,初梳或精梳之棉花,tariffHScode.asp?code=5203
5204,供零售用或非供零售用之棉縫紉線,tariffHScode.asp?code=5204
5205,非供零售用棉紗（棉縫紉線除外），含棉重量在８５％及以上者,tariffHScode.asp?code=5205
5206,非供零售用棉紗（棉縫紉線除外），含棉重量未達８５％者,tariffHScode.asp?code=5206
5207,供零售用棉紗（縫紉線除外）,tariffHScode.asp?code=5207
5208,棉梭織物，含棉重量在８５％及以上，而每平方公尺重量不超過２００公克者,tariffHScode.asp?code=5208
5209,棉梭織物，含棉重量在８５％及以上而每平方公尺重量超過２００公克者,tariffHScode.asp?code=5209
5210,主要或單獨與人造纖維混製之棉梭織物，含棉重量在８５％以下，每平方公尺重量不超過２００公克者,tariffHScode.asp?code=5210
5211,主要或單獨與人造纖維混製之棉梭織物，含棉重量在８５％以下，每平方公尺重量超過２００公克者,tariffHScode.asp?code=5211
5212,其他棉梭織物,tariffHScode.asp?code=5212
5301,生亞麻或已加工但未紡製之亞麻；亞麻束及廢料（包括廢紗及經拉鬆處理之回收纖維）,tariffHScode.asp?code=5301
5302,生或已加工但未紡製之大麻；大麻束及廢料（包括廢紗及經拉鬆處理之回收纖維）,tariffHScode.asp?code=5302
5303,生或已加工但未紡製之黃麻及其他紡織用?皮纖維（亞麻、大麻及苧麻除外）；此類纖維束及廢料（包括廢紗及經拉鬆處理之回收纖維）,tariffHScode.asp?code=5303
5305,生或已加工但未紡製之椰殼纖維、麻蕉纖維（馬尼拉麻或麻蕉纖維）、苧麻纖維及未列名之其他供紡織用植物纖維；此類纖維束、絨及廢料（包括廢紗及經拉鬆處理之回收纖維）,tariffHScode.asp?code=5305
5306,亞麻紗,tariffHScode.asp?code=5306
5307,第５３０３節之黃麻或其他紡織用?皮纖維之紗,tariffHScode.asp?code=5307
5308,其他紡織用植物纖維紗；紙紗,tariffHScode.asp?code=5308
5309,亞麻梭織物,tariffHScode.asp?code=5309
5310,第５３０３節之黃麻或其他供紡織用?皮纖維之梭織物,tariffHScode.asp?code=5310
5311,其他植物纖維梭織物；紙紗之梭織物,tariffHScode.asp?code=5311
5401,人造纖維絲製之縫紉線，不論是否供零售用者,tariffHScode.asp?code=5401
5402,合成纖維絲紗（縫紉線除外），包括支數未達６７分德士（６０?３丹尼）之合成纖維單絲，非供零售用者,tariffHScode.asp?code=5402
5403,再生纖維絲紗（縫紉線除外），包括支數未達６７分德士（即６０?３丹尼）之再生纖維單絲，非供零售用者,tariffHScode.asp?code=5403
5404,合成纖維單絲，支數６７分德士（即６０?３丹尼）及以上，其橫斷面不超過１公釐者；合成紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者,tariffHScode.asp?code=5404
5405,再生纖維單絲，支數在６７分德士（即６０?３丹尼）及以上，其橫斷面不超過１公釐者；再生紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者,tariffHScode.asp?code=5405
5406,人造纖維絲紗（縫紉線除外），供零售用者,tariffHScode.asp?code=5406
5407,合成纖維絲紗梭織物，包括以第５４０４節材料製成之梭織物,tariffHScode.asp?code=5407
5408,再生纖維絲紗梭織物，包括以第５４０５節材料製成之梭織物,tariffHScode.asp?code=5408
5501,合成纖維絲束,tariffHScode.asp?code=5501
5502,再生纖維絲束,tariffHScode.asp?code=5502
5503,未初梳、未精梳或未另行處理以供紡製用之合成纖維棉,tariffHScode.asp?code=5503
5504,未初梳、未精梳或未另行處理以供紡製用之再生纖維棉,tariffHScode.asp?code=5504
5505,人造纖維廢料（包括下腳、廢料及經拉鬆處理之回收纖維）,tariffHScode.asp?code=5505
5506,已初梳、已精梳或已另行處理以供紡製用之合成纖維棉,tariffHScode.asp?code=5506
5507,已初梳、已精梳或已另行處理以供紡製用之再生纖維棉,tariffHScode.asp?code=5507
5508,不論是否供零售用之人造纖維棉製之縫紉線,tariffHScode.asp?code=5508
5509,非供零售用之合成纖維棉紗（縫紉線除外）,tariffHScode.asp?code=5509
5510,非供零售用之再生纖維棉紗（縫紉線除外）,tariffHScode.asp?code=5510
5511,供零售用之人造纖維棉紗（縫紉線除外）,tariffHScode.asp?code=5511
5512,含合成纖維棉重量在８５％及以上之梭織物,tariffHScode.asp?code=5512
5513,合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克,tariffHScode.asp?code=5513
5514,合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者,tariffHScode.asp?code=5514
5515,其他合成纖維棉梭織物,tariffHScode.asp?code=5515
5516,再生纖維棉梭織物,tariffHScode.asp?code=5516
5601,紡織材料填充料及其製品；長度不超過５公釐之紡織纖維　紡織纖維屑及小絨球,tariffHScode.asp?code=5601
5602,氈呢，不論是否經浸漬、塗佈、被覆或黏合者,tariffHScode.asp?code=5602
5603,不織布，不論是否經浸漬、塗佈、被覆或黏合者,tariffHScode.asp?code=5603
5604,以紡織物被覆處理之橡膠線及繩；紡織紗及第５４０４或５４０５節之扁條及類似物，經橡膠或塑膠浸漬、塗佈、被覆或套覆者,tariffHScode.asp?code=5604
5605,攙金屬之紗，不論是否經纏繞而成，即紡織之紗或第５４０４或５４０５節之扁條或類似物，經與線形、扁條形或粉末形金屬併合，或以金屬被覆者,tariffHScode.asp?code=5605
5606,螺旋花紗及第５４０４或５４０５節之扁條及類似物纏繞於紗芯之上者（不包括第５６０５節之貨品及馬毛螺旋花紗）；毛絨花紗（包括纖團毛絨花紗）；圈環花紗,tariffHScode.asp?code=5606
5607,撚線、繩、索及纜，不論是否經編辮或經橡膠或塑膠浸漬、塗佈、被覆或套覆者,tariffHScode.asp?code=5607
5608,撚線、繩或索製之結織網；紡織材料製之漁網及其他網類,tariffHScode.asp?code=5608
5609,未列名之以紗，或第５４０４，５４０５節扁條或類似品，或以撚線、繩、索或纜製成之物品,tariffHScode.asp?code=5609
5701,結織地毯及其他紡織材料覆地物，不論完成與否,tariffHScode.asp?code=5701
5702,梭織地毯及其他紡織材料覆地物，非刺織或植毛者，不論完成與否，包括「凱利姆」、「沙馬克司」、「卡拉麥尼」及類似之手織小地毯,tariffHScode.asp?code=5702
5703,刺織地毯及其他覆地物，不論完成與否,tariffHScode.asp?code=5703
5704,氈呢地毯及其他覆地物，非刺織或植毛者，不論完成與否,tariffHScode.asp?code=5704
5705,其他地毯及覆地物，不論完成與否,tariffHScode.asp?code=5705
5801,圈絨梭織物及毛絨花紗梭織物，第５８０２或５８０６節之織物除外,tariffHScode.asp?code=5801
5802,毛巾梭織物及其類似織物，但第５８０６節之窄幅織物除外；簇絨織物，但第５７０３節之產品除外,tariffHScode.asp?code=5802
5803,紗羅，第５８０６節之窄幅織物除外,tariffHScode.asp?code=5803
5804,薄紗及其他網狀織物，不包括梭織、針織或?針之織品；花邊，成幅、成條或成小塊者，第６００２節至６００６節之織物除外,tariffHScode.asp?code=5804
5805,手織掛毯，屬於「歌培林」、「弗蘭達」、「奧步生」、「步弗埃」型及類似品，及針織掛毯（如小針織及交織），不論是否完成者,tariffHScode.asp?code=5805
5806,窄幅梭織物，但第５８０７節之貨品除外；以經紗而無緯紗，由膠　黏合成之窄條織物,tariffHScode.asp?code=5806
5807,紡織材料製之標籤、徽章及類似品，包括成幅、成條或剪裁成一定形狀或尺寸者（刺繡者除外）,tariffHScode.asp?code=5807
5808,整條之編織帶；無繡花之整條飾帶，針織或?針織品除外；飾繐、毛球及類似品,tariffHScode.asp?code=5808
5809,未列名金屬線或第５６０５節攙金屬之紗之梭織物，供服飾用、作為室內裝飾用紡織品或類似用途者,tariffHScode.asp?code=5809
5810,刺繡物，成幅、成條或成小塊者,tariffHScode.asp?code=5810
5811,以一層或一層以上之紡織材料與襯墊經縫合或其他方法組合而成之成幅褥墊紡織產品，第５８１０節之刺繡物除外,tariffHScode.asp?code=5811
5901,塗膠或上澱粉物質之紡織物，用作書面及類似品者；製圖用透寫布；已製成之油畫布；作帽底用之粗麻布及類似硬化紡織物,tariffHScode.asp?code=5901
5902,尼龍或其他聚醯胺、聚酯或黏液嫘縈高強力紗製之輪胎簾布,tariffHScode.asp?code=5902
5903,用塑膠浸漬、塗佈、被覆或黏合之紡織物，但第５９０２節所列者除外,tariffHScode.asp?code=5903
5904,厚漆布，不論是否裁剪成形；以經塗佈或被覆之紡織品為底之覆地物，不論是否裁剪成形,tariffHScode.asp?code=5904
5905,紡織壁布,tariffHScode.asp?code=5905
5906,用橡膠處理之紡織物，但第５９０２節所列者除外,tariffHScode.asp?code=5906
5907,以其他方法浸漬、塗佈或被覆之紡織物；劇場用油畫佈景、攝影場用繪畫背景及類似品,tariffHScode.asp?code=5907
5908,紡織、編結或針織成之燈芯、爐芯、打火機引火芯及燭芯等；發白熱之煤氣罩及管狀針織煤氣罩用布，不論已否浸漬,tariffHScode.asp?code=5908
5909,紡織材料製之蛇管及類似管，不論有無其他材料製之襯�堙B保護物或其他配備者,tariffHScode.asp?code=5909
5910,紡織材料製之傳動或輸送帶或輪帶，不論是否以塑膠浸漬、塗佈、被覆或黏合製成，或以金屬或其他材料補強者,tariffHScode.asp?code=5910
5911,本章註七所指工業用之紡織產品或製品,tariffHScode.asp?code=5911
6001,針織或?針織圈絨織物，包括「長絨」織物及毛巾織物,tariffHScode.asp?code=6001
6002,針織品或?針織品，寬度不超過３０公分，且含彈性紗或橡膠線重量在５％及以上者，第６００１節除外,tariffHScode.asp?code=6002
6003,針織品或?針織品，寬度不超過３０公分者，第６００１或６００２節除外,tariffHScode.asp?code=6003
6004,針織品或?針織品，寬度超過３０公分，且含彈性紗或橡膠線重量在５％及以上者，第６００１節除外,tariffHScode.asp?code=6004
6005,經編織物（包括在裝飾織物機上作成者）第６００１至６００４節除外,tariffHScode.asp?code=6005
6006,其他針織或?針織品,tariffHScode.asp?code=6006
6101,男用或男童用大衣、駕車外套、披肩、斗蓬、附有頭巾之禦寒外套（包括滑雪夾克）、風衣、擋風夾克及類似品，針織或?針織者，但第６１０３節所列者除外,tariffHScode.asp?code=6101
6102,女用或女童用大衣、駕車外套、披肩、斗蓬、附有頭巾之禦寒外套（包括滑雪夾克）、風衣、擋風夾克及類似品，針織或?針織，第６１０４節所列者除外,tariffHScode.asp?code=6102
6103,男用或男童用整套西裝、搭配式套裝、夾克、西裝式外套、長褲、連兜背帶式工作褲、膝褲及短褲（泳衣除外），針織或鉤針織者,tariffHScode.asp?code=6103
6104,女用或女童用整套西裝、搭配式套裝、夾克、西裝式外套、洋裝、裙、褲裙、長褲、連兜背帶式工作褲、膝褲及短褲（泳衣除外），針織或鉤針織者。,tariffHScode.asp?code=6104
6105,男用或男童用襯衫，針織或?針織者,tariffHScode.asp?code=6105
6106,女用或女童用上衣、襯衫及短衫，針織或?針織者,tariffHScode.asp?code=6106
6107,男用或男童用內褲、三角褲、睡衣、睡衣褲、浴袍、晨衣及類似品，針織或?針織者,tariffHScode.asp?code=6107
6108,女用或女童用套裙、襯裙、三角褲、短內褲、睡袍、睡衣褲、便服、浴袍、晨衣及類似物品，針織或?針織者,tariffHScode.asp?code=6108
6109,Ｔ恤衫、汗衫及其他背心，針織或?針織者,tariffHScode.asp?code=6109
6110,套頭衫、無領開襟上衣、外穿式背心及類似品，針織或?針織者,tariffHScode.asp?code=6110
6111,嬰兒服裝及服飾附屬品，針織或?針織者,tariffHScode.asp?code=6111
6112,競賽裝、滑雪服及泳衣，針織或?針織者,tariffHScode.asp?code=6112
6113,第５９０３、５９０６或５９０７節針織或?針織物所製成之衣服,tariffHScode.asp?code=6113
6114,其他衣服，針織或?針織者,tariffHScode.asp?code=6114
6115,褲襪、緊身衣、長襪、短襪及其他襪，包括分等級之壓力襪（例如：靜脈瘤用長襪）及無實用鞋底之鞋襪，針織或鉤針織者,tariffHScode.asp?code=6115
6116,手套、併指手套及露指手套，針織或?針織者,tariffHScode.asp?code=6116
6117,其他製成之服飾附屬品，針織或?針織者；衣服或服飾附屬品之零件，針織或?針織者,tariffHScode.asp?code=6117
6201,男用或男童用大衣、駕車外套、披肩、斗蓬、附有頭巾之禦寒外套（包括滑雪夾克）、風衣、擋風夾克及類似品，第６２０３節所列者　除外,tariffHScode.asp?code=6201
6202,女用或女童用大衣、駕車外套、披肩、斗蓬、附有頭巾之禦寒外套（包括滑雪夾克）、風衣、擋風夾克及類似品，第６２０４節所列者除外,tariffHScode.asp?code=6202
6203,男用或男童用整套西裝、搭配式套裝、夾克、西裝式外套、長褲、連兜背帶式工作褲、膝褲及短褲（泳衣除外）。,tariffHScode.asp?code=6203
6204,女用或女童用整套西裝、搭配式套裝、夾克、西裝式外套、洋裝、裙、褲裙、長褲、連兜背帶式工作褲、膝褲及短褲（泳衣除外）,tariffHScode.asp?code=6204
6205,男用及男童用襯衫,tariffHScode.asp?code=6205
6206,女用或女童用上衣、襯衫及短衫,tariffHScode.asp?code=6206
6207,男用或男童用汗衫及其他背心、內褲、三角褲、睡衣、睡衣褲、浴袍、晨衣及類似品,tariffHScode.asp?code=6207
