hscode_4,text,url
2614,鈦礦石及其精砂,tariffHScode.asp?code=2614
2615,鈮、鈤、釩或鋯礦石及其精砂,tariffHScode.asp?code=2615
2616,貴金屬礦石及其精砂,tariffHScode.asp?code=2616
2617,其他礦石及其精砂,tariffHScode.asp?code=2617
2618,冶煉鋼（鐵）所產生之粒狀熔渣（熔渣砂粒）,tariffHScode.asp?code=2618
2619,冶煉鋼（鐵）所產生之熔渣、浮渣（粒狀熔渣除外）�蚰痋]鐵屑）及其他廢料,tariffHScode.asp?code=2619
2620,含有金屬、砷或其化合物之熔渣、灰末及渣滓（煉製鋼鐵所產生的灰、渣除外）,tariffHScode.asp?code=2620
2621,其他熔渣及灰末，包括海藻灰；都市廢棄物焚化後之灰末及渣滓。,tariffHScode.asp?code=2621
2701,煤；煤磚；煤球及煤製類似固體燃料,tariffHScode.asp?code=2701
2702,褐煤（不論是否經結塊），煤玉礦除外,tariffHScode.asp?code=2702
2703,泥煤（包括泥煤屑），不論是否經結塊,tariffHScode.asp?code=2703
2704,煤、褐煤、或泥煤所製之焦炭、半焦炭不論是否經結塊；乾餾碳,tariffHScode.asp?code=2704
2705,煤氣、水煤氣、發生爐煤氣及類似氣體，石油氣及其他氣態碳氫化合物除外,tariffHScode.asp?code=2705
2706,煤、褐煤或泥煤蒸餾所得之焦油及其他礦物焦油，不論是否脫水或半蒸餾，包括再組成焦油,tariffHScode.asp?code=2706
2707,高溫蒸餾煤焦油所得之油類及其他產品；類似產品其芳香族成分之重量超過非芳香族成分之重量者,tariffHScode.asp?code=2707
2708,由煤焦油或其他礦物性焦油所得之瀝青及瀝青焦,tariffHScode.asp?code=2708
2709,石油原油及自瀝青質礦物提出之原油,tariffHScode.asp?code=2709
2710,石油及提自瀝青礦物之油類，但原油除外；以石油或瀝青質礦物為基本成份之未列名製品，其含石油或提自瀝青質礦物之油以重量計達７０％及以上者；廢油,tariffHScode.asp?code=2710
2711,石油氣及其他氣態碳氫化合物,tariffHScode.asp?code=2711
2712,石油膠；石蠟、微結晶石油蠟、含油石蠟、地石蠟、褐煤蠟、泥煤蠟、其他礦物蠟，及以合成或其他方法所得之類似品，不論是否著色,tariffHScode.asp?code=2712
2713,石油焦、石油瀝青及其他石油殘渣或得自瀝青質礦物之殘渣,tariffHScode.asp?code=2713
2714,天然瀝青及天然柏油；瀝青或油頁岩及瀝青砂；柏油質及瀝青質岩石,tariffHScode.asp?code=2714
2715,以天然柏油、天然瀝青、石油瀝青、軟瀝青或礦物焦油瀝青為基料之瀝青混合物（例如瀝青調和物）,tariffHScode.asp?code=2715
2716,電力（選擇性之稅則號別）,tariffHScode.asp?code=2716
2801,氟、氯、溴、碘,tariffHScode.asp?code=2801
2802,硫（昇華或沈澱者均在內）；膠狀硫,tariffHScode.asp?code=2802
2803,碳（碳?及未列名其他形態碳）,tariffHScode.asp?code=2803
2804,氫，稀有氣體及其他非金屬元素,tariffHScode.asp?code=2804
2805,鹼金屬或鹼土金屬；稀土金屬，鈧及釔，不論是否互相混合或合金；汞（水銀）,tariffHScode.asp?code=2805
2806,氯化氫（鹽酸）；氯磺酸,tariffHScode.asp?code=2806
2807,硫酸；發?硫酸,tariffHScode.asp?code=2807
2808,硝酸；磺硝酸,tariffHScode.asp?code=2808
2809,五氧化二磷；磷酸；聚磷酸，不論是否符合化學定義者,tariffHScode.asp?code=2809
2810,硼之氧化物；硼酸,tariffHScode.asp?code=2810
2811,其他無機酸類及非金屬元素之其他無機氧化合物,tariffHScode.asp?code=2811
2812,非金屬之鹵化物及氧鹵化物,tariffHScode.asp?code=2812
2813,非金屬硫化物；工業用三硫化磷,tariffHScode.asp?code=2813
2814,無水氨或氨水溶液,tariffHScode.asp?code=2814
2815,氫氧化鈉（燒?）；氫氧化鉀（苛性鉀）；過氧化鈉或鉀,tariffHScode.asp?code=2815
2816,鎂之氫氧化物及過氧化物；鍶或鋇之氧化物、氫氧化物及過氧化物,tariffHScode.asp?code=2816
2817,氧化鋅；過氧化鋅,tariffHScode.asp?code=2817
2818,人造鋼玉，不論是否符合化學定義；氧化鋁；氫氧化鋁,tariffHScode.asp?code=2818
2819,氧化鉻及氫氧化鉻,tariffHScode.asp?code=2819
2820,氧化錳,tariffHScode.asp?code=2820
2821,氧化鐵及氫氧化鐵；土色料，其鐵化合物含量以三氧化二鐵估算之重量比在７０％及以上者,tariffHScode.asp?code=2821
2822,氧化鈷及氫氧化鈷；工業用氧化鈷,tariffHScode.asp?code=2822
2823,氧化鈦,tariffHScode.asp?code=2823
2824,氧化鉛；紅丹及黃丹,tariffHScode.asp?code=2824
2825,?（聯氨）及胲（羥胺）及其無機鹽；其他無機鹽基；其他金屬氧化物、氫氧化物及過氧化物,tariffHScode.asp?code=2825
2826,氟化物；氟矽酸鹽，氟鋁酸鹽及其他氟錯鹽類,tariffHScode.asp?code=2826
2827,氯化物、氧氯化物、氫氧氯化物；溴化物及氧溴化物；碘化物及氧碘化物,tariffHScode.asp?code=2827
2828,次氯酸鹽；工業用次氯酸鈣；亞氯酸鹽；次溴酸鹽,tariffHScode.asp?code=2828
2829,氯酸鹽及過氯酸鹽；溴酸鹽及過溴酸鹽；碘酸鹽及過碘酸鹽,tariffHScode.asp?code=2829
2830,硫化物；多硫化物，不論是否符合化學定義者,tariffHScode.asp?code=2830
2831,二亞硫磺酸鹽及硫氧酸鹽,tariffHScode.asp?code=2831
2832,亞硫酸鹽；硫代硫酸鹽,tariffHScode.asp?code=2832
2833,硫酸鹽；礬；過氧硫酸鹽（過硫酸鹽）,tariffHScode.asp?code=2833
2834,亞硝酸鹽；硝酸鹽,tariffHScode.asp?code=2834
2835,次磷酸鹽、亞磷酸鹽及磷酸鹽；聚磷酸鹽，不論是否符合化學定義者,tariffHScode.asp?code=2835
2836,碳酸鹽；過氧碳酸鹽（過碳酸鹽）；含氨基甲酸銨之工業用碳酸銨,tariffHScode.asp?code=2836
2837,氰化物，氧氰化物及氰錯離子化合物,tariffHScode.asp?code=2837
2839,矽酸鹽；工業用?金屬矽酸鹽,tariffHScode.asp?code=2839
2840,硼酸鹽；過氧硼酸鹽（過硼酸鹽）,tariffHScode.asp?code=2840
2841,氧金屬或過氧金屬酸鹽,tariffHScode.asp?code=2841
2842,其他無機酸或過氧酸之鹽類（包括鋁矽酸鹽水合物，不論是否符合化學定義者），但不包括疊氮化合物,tariffHScode.asp?code=2842
2843,貴金屬之膠體物；貴金屬之無機或有機化合物，不論是否符合化學上定義者；貴金屬汞合金,tariffHScode.asp?code=2843
2844,放射性化學元素及放射性同位素（包括分裂性及孳生性化學元素及同位素）及其化合物；含有前述產品之混合物及殘渣物,tariffHScode.asp?code=2844
2845,第２８４４節以外之同位素；此類同位素之無機或有機化合物，不論是否符合化學上定義者,tariffHScode.asp?code=2845
2846,稀土金屬，釔或鈧，或前述金屬混合物之無機或有機化合物,tariffHScode.asp?code=2846
2847,過氧化氫，不論是否經尿素固定者,tariffHScode.asp?code=2847
2848,不論是否符合化學定義之磷化物（不包括磷鐵）,tariffHScode.asp?code=2848
2849,不論是否符合化學定義之碳化物,tariffHScode.asp?code=2849
2850,不論是否符合化學定義之氫化物、氮化物、疊氮化物、矽化物和硼化物，第２８４９節之碳化物除外,tariffHScode.asp?code=2850
2852,汞之無機或有機化合物，汞齊除外,tariffHScode.asp?code=2852
2853,其他無機化合物（包括蒸餾或導電水及類似純度之水）；液態空氣（不論稀有氣體是否除去）；壓縮空氣；汞齊，貴金屬汞齊除外,tariffHScode.asp?code=2853
2901,非環烴（碳氫化合物）,tariffHScode.asp?code=2901
2902,環烴,tariffHScode.asp?code=2902
2903,烴之鹵化衍生物,tariffHScode.asp?code=2903
2904,烴之磺化、硝化或亞硝化衍生物，不論鹵化與否,tariffHScode.asp?code=2904
2905,非環醇及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2905
2906,環醇及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2906
2907,酚；酚醇,tariffHScode.asp?code=2907
2908,酚或酚醇之鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2908
2909,醚、醚醇、醚酚、醚醇酚、過氧化醇、過氧化醚、過氧化酮（不論其是否符合化學定義）及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2909
2910,具有三員環之環氧化物、環氧醇、環氧酚及環氧醚及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2910
2911,已否具有其他氧官能基之縮醛及半縮醛及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2911
2912,已否具有其他氧官能之醛；醛之環狀聚合物；三聚甲醛,tariffHScode.asp?code=2912
2913,第２９１２節產品之鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2913
2914,不論是否具有其他氧官能基之酮及?及其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2914
2915,飽和非環一元羧酸及其酐、鹵化物、過氧化物及過氧酸；其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2915
2916,不飽和非環一元羧酸、環狀一元羧酸、其酐、鹵化物、過氧化物及過氧酸；其鹵化、磺化或亞硝化衍生物,tariffHScode.asp?code=2916
2917,多元羧酸、其酐、鹵化物、過氧化物及過氧酸；其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2917
2918,附加有氧官能基之羧酸及其酐、鹵化物、過氧化物及過氧酸；其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2918
2919,磷酸酯及其鹽類（包括乳醯磷酸）；其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2919
2920,非金屬之其他無機酸之酯類（鹵化氫之酯類除外）及其鹽類；其鹵化、磺化、硝化或亞硝化衍生物,tariffHScode.asp?code=2920
2921,胺官能基化合物,tariffHScode.asp?code=2921
2922,氧官能胺基化合物,tariffHScode.asp?code=2922
2923,第四銨鹽類及氫氧化物；卵磷脂及其他磷胺脂，不論其是否符合化學定義,tariffHScode.asp?code=2923
2924,羧基醯胺基化合物；碳酸之醯胺基化物,tariffHScode.asp?code=2924
2925,羧基醯亞胺官能基化合物（包括糖精及其鹽類）及亞胺官能基化合物,tariffHScode.asp?code=2925
2926,?官能基化合物,tariffHScode.asp?code=2926
2927,重氮、偶氮或氧化偶氮化合物,tariffHScode.asp?code=2927
2928,?或胲（羥胺）之有機衍生物,tariffHScode.asp?code=2928
2929,其他氮官能基化合物,tariffHScode.asp?code=2929
2930,有機硫化合物,tariffHScode.asp?code=2930
2931,其他有機－無機化合物,tariffHScode.asp?code=2931
2932,僅具有氧雜原子之雜環化合物,tariffHScode.asp?code=2932
2933,僅具有氮雜原子之雜環化合物,tariffHScode.asp?code=2933
2934,核酸及其鹽類，不論其是否符合化學上定義；其他雜環化合物,tariffHScode.asp?code=2934
2935,磺醯胺類,tariffHScode.asp?code=2935
2936,天然或以合成方法再製之維生素原及維生素（包括天然濃縮體）、其主要用作維生素之衍生物及前述各物之互混物，不論加入溶劑與否,tariffHScode.asp?code=2936
2937,天然或以合成方法再製之荷爾蒙、前列腺素、前列凝素、白三烯素；及其主要用作荷爾蒙之衍生物及結構式類似物，包括鏈改質之多胜?荷爾蒙,tariffHScode.asp?code=2937
2938,天然或以合成方法再製之?及其鹽類、醚類、酯類及其他衍生物,tariffHScode.asp?code=2938
2939,天然或以合成方法再製之植物鹼及其鹽類、醚類、酯類及其他衍生物,tariffHScode.asp?code=2939
2940,化學級糖類（蔗糖、乳糖、麥芽糖、葡萄糖及果糖除外）；糖醚、糖縮醛及糖酯及其鹽類（第２９３７，２９３８及２９３９節之產品除外）,tariffHScode.asp?code=2940
2941,抗生素,tariffHScode.asp?code=2941
2942,其他有機化合物,tariffHScode.asp?code=2942
3001,已乾燥之醫療用腺體和其他器官，不論是否製成粉末；醫療用腺體或其他器官或其分泌物之萃取物；肝素及其鹽類；其他未列名之已調製人類或動物物質，供醫療或預防疾病之用者,tariffHScode.asp?code=3001
3002,人類血液；已調製動物血液供治療、預防疾病或診斷用；抗毒血清和其他血液分離部分及改質免疫產品等，不論是否以生物技術方法取得者；疫苗、毒素、微生物培養體（酵母除外）和類似品,tariffHScode.asp?code=3002
3003,醫藥製劑（不包括第３００２、３００５或３００６節所列者），包含兩種或以上之成分業經混合供治療或預防疾病之用，不具有劑量或零售包裝式樣者,tariffHScode.asp?code=3003
3004,醫藥製劑（不包括第３００２、３００５或３００６節所列者），包含經混合或未混合產品供治療或預防疾病用，具有劑量（包括經皮給藥形態者）或零售包裝式樣者,tariffHScode.asp?code=3004
3005,填塞料、紗布、繃帶及其類似品（例如敷料、絆創膏、膏藥），已塗浸藥物或製成零售包裝供內科、外科、牙科或獸醫用者,tariffHScode.asp?code=3005
3006,本章註四所指之醫藥用品,tariffHScode.asp?code=3006
3101,不論是否經混合或化學處理之動植物肥料；動植物產品經混合或化學處理製成之肥料,tariffHScode.asp?code=3101
3102,礦物或化學氮肥,tariffHScode.asp?code=3102
3103,礦物或化學磷肥,tariffHScode.asp?code=3103
3104,礦物或化學鉀肥,tariffHScode.asp?code=3104
3105,礦物或化學肥料內含有肥料三要素氮、磷、鉀中之兩種或三種者；其他肥料；本章所載貨品之屬錠劑或類似形狀者，或其包裝毛重不超過１０公斤者,tariffHScode.asp?code=3105
3201,植物性鞣革用萃取物；單寧及其鹽類、醚類、酯類及其他衍生物,tariffHScode.asp?code=3201
3202,合成有機鞣料；無機鞣料；鞣料製品，不論是否包括天然鞣料；鞣前處理用酵素製劑,tariffHScode.asp?code=3202
3203,植物性或動物性著色料（包括染色用萃取物，但動物碳黑除外），不論是否符合化學上定義；本章註三所述之以植物性或動物性著色料為基料之調製品,tariffHScode.asp?code=3203
3204,合成有機著色料，不論是否符合化學上定義；本章註三所述之以合成有機著色料為基料之調製品；各種有機產品用作螢光增亮劑或發光劑，不論是否符合化學上定義,tariffHScode.asp?code=3204
3205,色澱；以本章註三所述色澱為基料之調製品,tariffHScode.asp?code=3205
3206,其他著色料；本章註三所述之調製品，但第３２０３、３２０４或３２０５節之物品除外；用作發光劑之無機產品，不論是否符合化學上定義者,tariffHScode.asp?code=3206
3207,調製顏料、調製乳光劑及調製色料、琺瑯及釉、釉底料（泥釉）、光澤液、及類似調製品等之用於陶瓷、搪瓷及玻璃工業者；玻璃熔塊及其他玻璃成粉、粒或細片狀者,tariffHScode.asp?code=3207
3208,以合成聚合物或經化學改質之天然聚合物為基料之漆類及凡立水（包括瓷漆及亮漆），經分散或溶解於非水媒質者；本章註四所述之溶液,tariffHScode.asp?code=3208
3209,以合成聚合物或經化學改質之天然聚合物為基料之漆類及凡立水（包括瓷漆及亮漆），經分散或溶解於水性媒質者,tariffHScode.asp?code=3209
3210,其他漆類及凡立水（包括瓷漆、亮漆及膠畫料）；皮革加工用水性顏料,tariffHScode.asp?code=3210
3211,調製催乾劑,tariffHScode.asp?code=3211
3212,顏料（包括金屬粉或金屬細片），經分散於非水媒質者，呈液狀或膏狀，用於製造漆類（包括瓷漆）；燙印箔；零售包裝之染料及其他著色料,tariffHScode.asp?code=3212
3213,藝術家、學生或招牌畫畫家用色料、輔助調色料、娛樂性色料及其類似品，以片狀、管裝、罐裝、瓶裝、盤裝或類似形狀及包裝者,tariffHScode.asp?code=3213
3214,玻璃匠用之油灰、接合用之油灰、樹脂黏合劑，填隙料及其他灰泥；漆匠用之填充物；建築物正面，室內壁垣，地板及天花板或其他類似品使用之非耐火表面處理調製品,tariffHScode.asp?code=3214
3215,油墨，書寫或繪畫用墨水及其他墨類，不論是否經濃縮或為固體者,tariffHScode.asp?code=3215
3301,精油（巳否含?者均在內），包括浸膏及淨油；樹脂狀物質；萃取含油樹脂；由油脂、固定油、蠟或類似品中，以萃香法或滲浸法所得之精油濃縮液；精油脫?所得之?副產品；精油之水餾液及水溶液,tariffHScode.asp?code=3301
3302,工業原料用之芳香物質混合物及以一種或以上此類芳香物質為基料之混合物（包括醇類溶劑在內）；製造飲料用之以芳香物質為基料之其他調製品,tariffHScode.asp?code=3302
3303,香水及盥洗用香水,tariffHScode.asp?code=3303
3304,美容或化�菪峆~及保養皮膚用品（藥品除外），包括防晒及防止皮膚黑用品；指甲用化�菻~,tariffHScode.asp?code=3304
3305,髮用製品,tariffHScode.asp?code=3305
3306,口腔或牙科衛生用品，包括假牙固定膏及粉；用以清潔牙縫之紗線（牙線），具個別零售包裝者,tariffHScode.asp?code=3306
3307,刮鬍或刮鬍前後用劑、身體除臭劑、洗浴用劑、脫毛劑及其他未列名之香料製劑、化�菻~或盥洗用製劑；室內除臭劑，不論是否芳香或有消毒性質者,tariffHScode.asp?code=3307
3401,肥皂；作肥皂用途之有機界面活性劑產品及調製品，呈條、塊或壓成其他形狀者，不論是否含有肥皂；供清洗皮膚用之有機界面活性劑產品及調製品，呈液狀或乳霜狀且為零售包裝者，不論是否含肥皂；以肥皂或清潔劑浸漬、塗佈或被覆之紙、填棉、氈呢及不織布,tariffHScode.asp?code=3401
3402,有機界面活性劑（肥皂除外）；界面活性製劑，洗滌製劑（包括輔助洗滌製劑）及清潔製劑，不論是否含肥皂，第３４０１節製品除外,tariffHScode.asp?code=3402
3403,潤滑劑（包括以潤滑製劑為基料之切削油、螺栓或螺帽離型劑、防�蚸峔噱G蝕及脫模劑），及供紡織品、皮革、毛皮或其他材料之油脂處理用調製品，但以石油或自地瀝青所得之油為基本成分且其重量在７０％或以上之調製品除外,tariffHScode.asp?code=3403
3404,人造蠟及調製蠟,tariffHScode.asp?code=3404
3405,靴鞋、家具、地板、車身、玻璃或金屬用之擦光料及膏劑，去污膏與粉及其他類似品（不論其型態是否為經此類調製品浸漬、塗佈或被覆之紙、填料、氈呢、不織布、發泡塑膠或發泡橡膠），第３４０４節之蠟除外,tariffHScode.asp?code=3405
3406,蠟燭、小蠟燭及類似品,tariffHScode.asp?code=3406
3407,塑型用軟膏，包括兒童娛樂用塑型料；“牙科用蠟”或“牙科塑型料”，成套、零售包裝或成板狀、馬蹄狀、條狀及類似形狀；其他以石膏（?石膏或硫酸鈣）為基料配製之牙科用品,tariffHScode.asp?code=3407
3501,酪蛋白，酪蛋白酸鹽（酯）及其他酪蛋白衍生物；酪蛋白膠,tariffHScode.asp?code=3501
3502,白蛋白（包括兩種或以上之乳清蛋白質之濃縮物，其所含乳清蛋白質以乾重量計超過八十％者）；白蛋白酸鹽（酯）及其他白蛋白衍生物,tariffHScode.asp?code=3502
3503,明膠（包括矩形（含正方形）片狀明膠，不論是否經表面加工或已著色）及明膠衍生物；　魚鰾膠（魚氣囊膠）；其他動物膠，屬第３５０１節之酪蛋白膠除外,tariffHScode.asp?code=3503
3504,消化蛋白質（蛋白?）及其衍生物；其他未列名蛋白質及其衍生物；皮粉，不論是否經鉻浸漬者,tariffHScode.asp?code=3504
3505,糊精及其他改質澱粉（例如預糊化或酯化澱粉）；以澱粉、糊精或其他改質澱粉為基料之膠,tariffHScode.asp?code=3505
3506,未列名調製膠及其他調製粘著劑；適於作膠或粘著劑用之產品，以零售包裝當作膠或粘著劑出售，每件淨重不逾１公斤者,tariffHScode.asp?code=3506
3507,酵素；未列名調製酵素,tariffHScode.asp?code=3507
3601,發射藥,tariffHScode.asp?code=3601
3602,製成炸藥，發射藥除外,tariffHScode.asp?code=3602
3603,安全引信；導爆索；擊發式或引炸式底火；著火器；電雷管,tariffHScode.asp?code=3603
3604,煙火，信號火炬，落雨火箭，濃霧信號及其他煙火製品,tariffHScode.asp?code=3604
3605,火柴，第３６０４節煙火製品除外,tariffHScode.asp?code=3605
3606,各種形狀之鈰鐵及其他引火合金；本章註二所述之可燃物質製品,tariffHScode.asp?code=3606
3701,除紙、紙板或紡織品以外，任何材料製成之平面裝、感光性、未曝光照相用版及軟片；平面裝、感光性、未曝光之立即沖印組合,tariffHScode.asp?code=3701
3702,除紙、紙板或紡織品以外，任何材料製成之感光性未曝光照相用膠捲；感光性未曝光之立即沖印膠捲,tariffHScode.asp?code=3702
3703,未曝光之感光性照相紙、紙板及紡織品,tariffHScode.asp?code=3703
3704,已曝光但未顯影之照相版、軟片、紙、紙板及紡織品,tariffHScode.asp?code=3704
3705,已曝光及已顯影之照相版及軟片，電影軟片除外,tariffHScode.asp?code=3705
3706,已曝光及已顯影之電影軟片，不論是否併合聲帶或僅為聲帶者均在內,tariffHScode.asp?code=3706
3707,供照相用化學製品（凡立水、膠、接著劑及類似品除外）；供照相用之未經混合產品，已作成劑量或零售包裝立即可用者,tariffHScode.asp?code=3707
3801,人造石墨；膠體或半膠體石墨；以石墨或其他碳為基料之調製品呈膏狀、塊狀、片狀或呈半製品狀者,tariffHScode.asp?code=3801
3802,活性碳；活性天然礦產品；動物炭?，包括已耗之動物炭?在內,tariffHScode.asp?code=3802
3803,松脂油，不論是否已精製,tariffHScode.asp?code=3803
3804,製造木漿所產生之殘餘鹼水，不論是否已濃縮、去糖份或經化學處理者均在內，包括磺化木質素，但不包括第３８０３節之松脂油,tariffHScode.asp?code=3804
3805,膠、木餾或硫酸鹽之松節油及以蒸餾或其他方法處理針葉樹木所產生之其他?烯油類；粗製二戊烯；亞硫酸鹽松節油及其他粗製對異丙基甲苯；以?烯醇為主要成分之松油,tariffHScode.asp?code=3805
3806,松香及樹脂酸，及其衍生物；松香精及松香油；流動膠,tariffHScode.asp?code=3806
3807,木焦；木焦油；木餾油；木油精；植物瀝青；釀酒瀝青及以松香、樹脂酸或植物瀝青為基料之類似製品,tariffHScode.asp?code=3807
3808,殺蟲劑、殺鼠劑、殺菌劑、除草劑、抑芽劑、植物生長調節劑、消毒劑及類似產品，已定型或包裝供零售用，或調製品或成品者（例如經硫磺處理帶、殺蟲燈心及蠟燭、捕蠅紙）,tariffHScode.asp?code=3808
3809,未列名之紡織、造紙、製革或類似工業用之整理劑、促進或固定染料上染之染料載媒劑及其他產品及調製品（例如上光料處理劑及媒染劑）,tariffHScode.asp?code=3809
3810,金屬表面浸洗劑；銲接用銲劑及其他輔助製劑；含有金屬及其他材料銲接用粉及膏；作為銲條或電銲棒之芯或外層塗裝製劑,tariffHScode.asp?code=3810
3811,礦物油（包括汽油）或與礦物油相同用途之其他液體用之抗震劑、氧化抑制劑、膠性抑制劑、黏度改良劑、抗腐蝕劑及其他製成添加劑,tariffHScode.asp?code=3811
3812,調製之橡膠促進劑；未列名之橡膠或塑膠用複合可塑劑；橡膠或塑膠用抗氧化劑及其他複合安定劑,tariffHScode.asp?code=3812
3813,滅火器配藥；已裝配藥之滅火彈,tariffHScode.asp?code=3813
3814,未列名有機組合溶劑及稀釋劑；漆或凡立水去除製劑,tariffHScode.asp?code=3814
3815,未列名反應起始劑、反應促進劑及觸媒,tariffHScode.asp?code=3815
3816,耐火水泥、灰泥、混凝土及類似配製品，不包括第３８０１節所列者,tariffHScode.asp?code=3816
3817,混合烷基苯及混合烷基?，不包括第２７０７或２９０２節所列者,tariffHScode.asp?code=3817
3818,電子工業用已摻雜之化學元素，呈圓片、晶圓或類似形狀者；電子工業用已摻雜之化學化合物,tariffHScode.asp?code=3818
3819,液壓煞車油及其他已調製之液壓傳遞液，不含或含石油或瀝青礦物油以重量計少於７０％者,tariffHScode.asp?code=3819
3820,抗凍劑及除冰液劑,tariffHScode.asp?code=3820
3821,培養或保存微生物（包括病毒及類似物）或植物、人或動物細胞用之培養基,tariffHScode.asp?code=3821
3822,診斷或實驗用有底襯之試劑及診斷或實驗用之配製試劑，不論是否有底襯，不包括第３００２節或第３００６節所列者；檢定參照物,tariffHScode.asp?code=3822
3823,工業用一元脂肪酸類；油脂精製所得之酸性油；工業用脂肪醇類,tariffHScode.asp?code=3823
3824,鑄模或鑄心用之配成粘合劑；化學或相關工業之未列名化學品及化學製品（包括天然產品混合物）,tariffHScode.asp?code=3824
3825,化學或相關工業未列名殘餘物；都市廢棄物；污水下水道污泥；本章註６所述之其他廢棄物,tariffHScode.asp?code=3825
3901,乙烯之聚合物，初級狀態,tariffHScode.asp?code=3901
3902,丙烯或其他烯烴之聚合物，初級狀態,tariffHScode.asp?code=3902
3903,苯乙烯之聚合物，初級狀態,tariffHScode.asp?code=3903
3904,氯乙烯或其他鹵化烯烴之聚合物，初級狀態,tariffHScode.asp?code=3904
3905,醋酸乙烯或其他乙烯酯之聚合物，初級狀態；其他初級狀態之乙烯基聚合物,tariffHScode.asp?code=3905
3906,丙烯酸聚合物，初級狀態,tariffHScode.asp?code=3906
3907,聚縮醛，其他聚醚及環氧樹脂，初級狀態；聚碳酸樹脂，醇酸樹脂，聚丙烯酯及其他聚酯，初級狀態,tariffHScode.asp?code=3907
3908,聚醯胺，初級狀態,tariffHScode.asp?code=3908
3909,胺基樹脂、酚樹脂及聚胺基甲酸乙酯，初級狀態,tariffHScode.asp?code=3909
3910,聚矽氧，初級狀態,tariffHScode.asp?code=3910
3911,未列名石油樹脂、薰草酮?樹脂、多?烯、多硫化合物、聚?及其他符合本章註三之產品，初級狀態,tariffHScode.asp?code=3911
3912,未列名纖維素及其化學衍生物，初級狀態,tariffHScode.asp?code=3912
3913,未列名天然聚合物（例如藻酸）及改質天然聚合物（例如硬化蛋白質，天然橡膠之化學衍生物），初級狀態,tariffHScode.asp?code=3913
3914,以第３９０１至３９１３節之聚合物為基料之離子交換樹脂，初級狀態,tariffHScode.asp?code=3914
3915,塑膠廢料、剝屑及碎片,tariffHScode.asp?code=3915
3916,橫切面直徑超過１公厘之塑膠單絲、棒、杖及定型，除表面外未經其他加工者,tariffHScode.asp?code=3916
3917,塑膠管及附件（例如接頭、肘管、凸緣）,tariffHScode.asp?code=3917
3918,成捲或磚形之塑膠製地面覆蓋物，不論是否為自粘性；如本章註九定義之塑膠製牆或天花板覆蓋物,tariffHScode.asp?code=3918
3919,塑膠製自粘性板、片、薄膜、箔、帶、條及其他平面形狀，不論是否成捲者,tariffHScode.asp?code=3919
3920,其他塑膠板、片、薄膜、箔及扁條，非多孔性及未經以其他物質加強、積層、支持或與其他物質類似結合者,tariffHScode.asp?code=3920
3921,其他塑膠板、片、薄膜、箔及扁條,tariffHScode.asp?code=3921
3922,塑膠製浴缸、淋浴缸、洗滌槽、洗盆、馬桶墊及蓋，抽水馬桶之水箱及類似品,tariffHScode.asp?code=3922
3923,塑膠製供輸送或包裝貨物之製品；塑膠製瓶塞、蓋子及其他栓塞體,tariffHScode.asp?code=3923
3924,塑膠製餐桌用餐具、廚房用具，其他家庭用製品及衛生保健或盥洗用具,tariffHScode.asp?code=3924
3925,未列名塑膠製之建築用器具,tariffHScode.asp?code=3925
3926,其他塑膠製品及第３９０１至３９１４節之材料製成品,tariffHScode.asp?code=3926
4001,初級狀態或呈板、片、條狀之天然橡膠、巴拉塔橡膠、古塔波橡膠、怪有力橡膠、奇克力橡膠及類似天然橡膠,tariffHScode.asp?code=4001
4002,初級狀態或成板、片、條之合成橡膠及從油類獲得之硫化油膏；第４００１節之任何產品與本節之任何產品之混合膠，呈初級狀態或板、片、條狀者,tariffHScode.asp?code=4002
4003,初級狀態或呈板、片或條狀之再生橡膠,tariffHScode.asp?code=4003
4004,橡膠之廢料、剝屑及碎片（硬質橡膠除外）及由其產生之粉及粒,tariffHScode.asp?code=4004
4005,初級狀態或呈板、片、條狀之未硫化配合橡膠,tariffHScode.asp?code=4005
4006,其他形狀（如桿、管、及定型）之未硫化橡膠及未硫化橡膠製品（如圓板及環）,tariffHScode.asp?code=4006
4007,硫化橡膠絲及索,tariffHScode.asp?code=4007
4008,硫化橡膠板、片、條、桿及定型，硬質橡膠除外,tariffHScode.asp?code=4008
4009,已否附有配件（如接頭管、肘管、凸緣）之硫化橡膠管，硬質橡膠除外,tariffHScode.asp?code=4009
4010,硫化橡膠製輸送或傳動帶或輪帶,tariffHScode.asp?code=4010
4011,新橡膠氣胎,tariffHScode.asp?code=4011
